"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1434","google search test","navigation","Fri Mar 21 10:30:06 UTC 2025","passed","Fri Mar 21 10:30:07 UTC 2025","","","",""
